,No,Site ID,Fuel Acc,Updated Site Name,Company Name,Region,TA,Segment,Sub Segment,Station Add,Postcode,District,State,Site ID 2,Latitude,Longitude,region,id,Sales_70020771,Sales_70100346,Total Sales,Assigned Township
60,64.0,RYB0763,90034109.0,BKT KEMUNING 2,SRA MAJU JAYA ENTERPRISE,CENTRAL 1,C04,Urban,Residential,"Lot 4 GM 2243 Jalan Bukit Kemuning, Klang, Selangor",40460.0,Klang,Selangor,RYB0763,3.015844,101.527142,Central,90034109,6228.0,13139.0,19367.0,Bukit Kemuning
61,65.0,RYB0724,90034152.0,USJ 20,ADELIA MESRA DUA ENTERPRISE,CENTRAL 1,C04,Urban,Residential,"Lot 49946 USJ 20 Mukim Damansara, Selangor",47630.0,Petaling,Selangor,RYB0724,3.030087,101.583845,Central,90034152,11434.0,3800.0,15234.0,Subang Jaya
62,66.0,RYB0764,90034594.0,KOTA KEMUNING,JML DAMAI SERVICES,CENTRAL 1,C04,Urban,Residential,"Lot 68501 Jalan Persiaran Anggerik Mokara Kota Kemuning, Shah Alam",40460.0,Petaling,Selangor,RYB0764,2.985413,101.542466,Central,90034594,35572.0,7182.5,42754.5,Bukit Kemuning
63,67.0,RYB0843,90036809.0,KOTA KEMUNING 2,KK PETROL STATION,CENTRAL 1,C04,Urban,Residential,"No.4, Jalan Anggerik Eria 31/106, Seksyen 13, Kota Kemuning, Selangor",40460.0,Petaling,Selangor,RYB0843,2.992783,101.530753,Central,90036809,23606.5,4763.5,28370.0,Bukit Kemuning
64,68.0,RYB0003,90036953.0,SS 17/2 SUBANG JAYA,FS HERITAGE ENTERPRISE,CENTRAL 1,C04,Urban,Residential,"Lot 7380 & 7381, Jalan SS 17/2, Subang Jaya",47500.0,Petaling,Selangor,RYB0003,3.073868,101.584236,Central,90036953,5751.0,542.0,6293.0,Subang Jaya
65,69.0,RYB0852,90036990.0,KM 2 LDP,CGT RESOURCES,CENTRAL 1,C04,Highway,Intrastate,"Lot PT 14387 HS (M6834), Lebuhraya Damansara-Puchong, Puchong, Selangor",47100.0,Petaling,Selangor,RYB0852,3.021639,101.587095,Central,90036990,11579.5,5781.5,17361.0,Puchong Perdana
66,70.0,RYB0459,90037382.0,USJ 9,PETROL KIOSK AHS,CENTRAL 1,C04,Urban,Residential,"Lot 10446, Jalan Bakti, Subang USJ 9/3, Subang Jaya",47600.0,Petaling,Selangor,RYB0459,3.042827,101.583206,Central,90037382,7497.5,603.5,8101.0,Subang Jaya
67,71.0,RYB0435,90038385.0,USJ 4,MY IMPIANA KIOSK ENTERPRISE,CENTRAL 1,C04,Urban,Residential,"Lot 3870, Jln USJ 4/1, Subang UEP, Subang Jaya",47600.0,Petaling,Selangor,RYB0435,3.056589,101.576897,Central,90038385,10720.5,1082.0,11802.5,Subang Jaya
68,72.0,RYB0614,90048063.0,TAMAN ALAM MEGA,SAA NETWORK,CENTRAL 1,C04,Urban,Residential,"Lot PT 5052, Jalan Tanah Liat, Seksyen 28, Taman Alam Megah, Shah Alam",40400.0,Petaling,Selangor,RYB0614,3.004346,101.560016,Central,90048063,7920.0,2081.5,10001.5,Bukit Kemuning
69,73.0,RYB0285,90041669.0,SEKSYEN 27 SHAH ALAM,WARNA IMPIAN NIAGA,CENTRAL 1,C04,Urban,Residential,"Lot 5121 & 5123, Jln Persiaran Klang, Hicom Sector B, Seksyen 27, Shah Alam",40400.0,Petaling,Selangor,RYB0285,3.027101,101.566622,Central,90041669,8378.0,2777.0,11155.0,Subang Jaya
70,74.0,RYB0342,90041833.0,"SEKSYEN 26, SHAH ALAM",ZD PETRO SERVICES,CENTRAL 1,C04,Urban,Residential,"Lot 73, Jalan Ijuk 26/5, Seksyen 26, Shah Alam",40400.0,Petaling,Selangor,RYB0342,3.037119,101.552,Central,90041833,9000.0,10504.0,19504.0,Subang Jaya
71,75.0,RYB0969,90043765.0,USJ 1,MULTAZAM AHZA ENTERPRISE,CENTRAL 1,C04,Urban,Residential,"Lot HS(D) 216848, PT 36061 Pekan Penaga, Taman Subang Mewah, Selangor",36061.0,Petaling,Selangor,RYB0969,3.047569,101.602027,Central,90043765,9841.0,2434.0,12275.0,Subang Jaya
72,76.0,RYB0669,90045713.0,USJ 14,ALCC OIL & GAS,CENTRAL 1,C04,Urban,Residential,"Lot  14026 Jalan USJ14/1L,  Subang UEP, Petaling Jaya,Selangor",47600.0,Petaling,Selangor,RYB0669,3.038263,101.588612,Central,90045713,6973.5,484.5,7458.0,Subang Jaya
73,77.0,RYB1035,90045759.0,PUTRA HEIGHT 2,MYERA ENTERPRISE,CENTRAL 1,C04,Sub Urban,Residential,"Lot 3612, Persiaran Putra Bistari, Putra Heights Seksyen 2, Subang Jaya",47620.0,Petaling,Selangor,RYB1035,3.01932,101.57502,Central,90045759,3614.5,538.5,4153.0,Puchong Perdana
74,78.0,RYB1061,90046482.0,PEKAN BARU HICOM,MABRURAZ JAYA RESOURCES,CENTRAL 1,C04,Urban,Transient,"Lot PT 95, HS (D) 241061 (Lot Lama PT 14369) Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor",40300.0,Petaling,Selangor,RYB1061,3.056378,101.556016,Central,90046482,9121.0,4833.5,13954.5,Subang Jaya
75,79.0,RYB0958,90046724.0,PUTRA HEIGHT,ADELIA MESRA PH ENTERPRISE,CENTRAL 1,C04,Urban,Residential,"Lot 3612 HS (D) 108483, Putra Height, Subang Jaya, Selangor",47620.0,Petaling,Selangor,RYB0958,3.017722,101.583992,Central,90046724,8374.5,2525.5,10900.0,Puchong Perdana
76,80.0,RYB0001,90018478.0,DAMANSARA JAYA 1,TITIAN ENOLILS,CENTRAL 1,C05,Urban,Residential,"Lot 8629, Jalan SS 22/41, Damansara Jaya, Selangor",47400.0,Petaling,Selangor,RYB0001,3.128283,101.620625,Central,90018478,7727.0,769.0,8496.0,Petaling Jaya
77,81.0,RYB0577,90030811.0,KAMPUNG MELAYU SUBANG,BUNGA MEKAR ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"LOT PT 38368 Jln Sungai Buloh, Kg Melayu Subang, Sungai Buloh, Shah Alam",47000.0,Petaling,Selangor,RYB0577,3.158959,101.526091,Central,90030811,12507.0,4503.0,17010.0,Sungai Buloh
78,82.0,RYB0679,90033191.0,PUNCAK ALAM,ZB GEMILANG ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"PT 1933 Bandar Puncak Alam,  Mukim Ijok, Kuala Selangor, Selangor",42300.0,Kuala Selangor,Selangor,RYB0679,3.220101,101.446513,Central,90033191,29555.5,8017.0,37572.5,Meru
79,83.0,RYB0692,90033538.0,KOTA DAMANSARA,LIMBAWAN ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"Seksyen 2, Persiaran Surian, Kota Damansara, Mukim Sungai Buloh, Selangor",47810.0,Petaling,Selangor,RYB0692,3.149998,101.579996,Central,90033538,13596.0,2464.0,16060.0,Petaling Jaya
80,84.0,RYB0605,90034210.0,KG BHARU SUBANG,RENERGY ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"Lot 4029 Jalan 1 D, Kg Baharu Subang, Sek U 6, Shah Alam",40150.0,Petaling,Selangor,RYB0605,3.142443,101.532868,Central,90034210,10545.0,16131.5,26676.5,Damansara
81,85.0,RYB0845,90036490.0,SG BULOH COUNTRY RESORT,SRI ANGGERIK ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"Lot 1661 HS(D) 3142, Mukim Ijok Sungai Buloh Country Resort, Sungai Buloh, Selangor",47000.0,Petaling,Selangor,RYB0845,3.201231,101.481292,Central,90036490,25556.0,2691.5,28247.5,Meru
82,86.0,RYB0842,90036648.0,SUBANG BESTARI,IMAN ZME TRADING AND SERVICES,CENTRAL 1,C05,Urban,Residential,"Lot 34419 HS(M) 10268 & 34420, HS(M) 10269 Subang Bestari, Selangor",40150.0,Petaling,Selangor,RYB0842,3.174389,101.548994,Central,90036648,25363.5,4598.0,29961.5,Sungai Buloh
83,87.0,RYB0780,90036748.0,ELITE LAYBY,S & N ENTERPRISE,CENTRAL 1,C05,Highway,Intrastate,"Plaza Tol Shah Alam, Elite Highway-Bukit Jelutong Layby, Seksyen U8, Selangor",40150.0,Petaling,Selangor,RYB0780,3.099121,101.544359,Central,90036748,10707.0,20797.0,31504.0,Damansara
84,88.0,RYB0010,90037226.0,D. JAYA 2,AZAM MESRA DUA ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"Lot 10068, Jalan SS 22/48, Damansara Jaya",47400.0,Petaling,Selangor,RYB0010,3.121275,101.618529,Central,90037226,11459.0,1826.0,13285.0,Petaling Jaya
85,89.0,RYB0859,90037630.0,BUKIT JELUTONG,STESEN SERVIS DE HAS,CENTRAL 1,C05,Urban,Residential,"Lot PT 30147 HS (D) 188900 (Residential) Parcel K, Bukit Jelutong, Selangor",40150.0,Petaling,Selangor,RYB0859,3.115776,101.526768,Central,90037630,24192.0,3773.0,27965.0,Damansara
86,90.0,RYB1045,90038087.0,BUKIT RAHMAN PUTRA,MAJUBIZ TRADING,CENTRAL 1,C05,Urban,Transient,"Lot PT 33428 GRN 41170, Pekan Baru Sungai Buluh, Jalan Bukit Rahman Putra, Selangor",40160.0,Petaling,Selangor,RYB1045,3.224153,101.556814,Central,90038087,24145.5,6939.0,31084.5,Sungai Buloh
87,91.0,RYB1062,90039412.0,KUANG,MENTARI MESAH ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"PT 35330 HS(M) 15762, Kuang, Selangor",48050.0,Gombak,Selangor,RYB1062,3.23202,101.537679,Central,90039412,15857.5,3954.5,19812.0,Kuang
88,92.0,RYB1057,90040363.0,PEKAN BARU SUBANG,MESRA BESTARI ENTERPRISE,CENTRAL 1,C05,Sub Urban,Transient,"PT 684, HS(D) 256544, Jalan Sungai Buloh, Batu 3, Pekan Baru Subang, Seksyen U3, Selangor",40150.0,Petaling,Selangor,RYB1057,3.153277,101.548335,Central,90040363,10018.0,3600.0,13618.0,Petaling Jaya
89,93.0,RYB1096,90040543.0,MERBAU INDAH,STESEN MI MESRA,CENTRAL 1,C05,Rural,Transient,"PT 47359 HS(M) 14183, Kampung Merbau Indah, Sungai Buloh, Selangor",47000.0,Petaling,Selangor,RYB1096,3.224198,101.496171,Central,90040543,18652.0,6013.5,24665.5,Kundang
90,94.0,RYB0850,90040603.0,PUNCAK ALAM 2,ANTARA QDUA ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"Lot PT 1937, Mukim Ijok, Bandar Puncak Alam, Selangor",45000.0,Kuala Selangor,Selangor,RYB0850,3.231891,101.427241,Central,90040603,1.0,1.0,2.0,Kundang
91,95.0,RYB0985,90040735.0,KOTA DAMANSARA 2,SABAZ ENTERPRISE,CENTRAL 1,C05,Urban,Residential,"Lot 1, Jalan Camar 4/1, Off Persiaran Surian, Seksyen 4, Kota Damansara, Mukim Sungai Buloh, Selangor",47810.0,Petaling,Selangor,RYB0985,3.150582,101.585564,Central,90040735,9065.0,1161.0,10226.0,Petaling Jaya
92,96.0,RYB1073,90040788.0,SG BULOH LAYBY,QALIQ HS ENTERPRISE,CENTRAL 1,C05,Highway,Interstate,"KM 453, Sungai Buloh Layby (KL Bound), PLUS NSE, Selangor",47000.0,Petaling,Selangor,RYB1073,3.224806,101.577034,Central,90040788,18008.5,20361.0,38369.5,Sungai Buloh
93,97.0,RYB1241,90042089.0,"KLS, ARAH KUALA LUMPUR",CAHAYA NADZA RESOURCES,CENTRAL 1,C05,Highway,Intrastate,"Kundang RSA (Arah Timur), Lebuhraya KL-Kuala Selangor (LATAR), Rawang, Gombak, Selangor",48000.0,Gombak,Selangor,RYB1241,3.271032,101.506851,Central,90042089,14653.5,6425.0,21078.5,Kundang
94,98.0,RYB1240,90042103.0,"KLS, ARAH KUALA SELANGOR",SALMI SAMOON SERVICE STATION,CENTRAL 1,C05,Highway,Intrastate,"Kundang RSA (Arah Kuala Selangor), Lebuhraya KL-Kuala Selangor (LATAR), Mukim Rawang, Gombak,Selangor",48000.0,Gombak,Selangor,RYB1240,3.269602,101.508667,Central,90042103,12569.5,6623.5,19193.0,Kundang
95,99.0,RYB0857,90044185.0,BUKIT SUBANG,MAZAF RESOURCES,CENTRAL 1,C05,Rural,Transient,"Lot PT 4588 HS(D) 163079, Bukit Subang, Mukim Damansara, Daerah Petaling",40150.0,Petaling,Selangor,RYB0857,3.171211,101.510126,Central,90044185,16344.5,2635.5,18980.0,Sungai Buloh
96,100.0,RYW0447,90009808.0,SG PENCHALA,NYONAN SDN BHD,CENTRAL 2,C07,Urban,Transient,"Lot 2956, Jalan Damansara, Sungai Penchala, Kuala Lumpur",60000.0,Petaling,W Persekutuan,RYW0447,3.157943,101.615972,Central,90009808,14634.5,1706.0,16340.5,Bandar Sri Damansara
97,101.0,RYW0289,90017026.0,BRICKFIELDS,KOPERASI KAKITANGAN PETRONAS BHD,CENTRAL 2,C07,Urban,Residential,"Lot 545-552, Jln Tun Sambanthan, Brickfields, Kuala Lumpur",50470.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0289,3.136002,101.690642,Central,90017026,8393.5,1163.0,9556.5,Cheras
98,102.0,RYW0002,90018386.0,TAMAN TUN DR. ISMAIL,STESEN MINYAK TTDI,CENTRAL 2,C07,Urban,Residential,"Lot 29395 & 29396, Persiaran Zaaba, Taman Tun Dr Ismail, Kuala Lumpur",60000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0002,3.142254,101.625332,Central,90018386,14553.5,870.0,15423.5,Petaling Jaya
99,103.0,RYB0648,90032576.0,DESA MENTARI,KAIZATON ENTERPRISE,CENTRAL 2,C07,Urban,Residential,"Lot PT 621 HS(D) 173396 Desa Mentari, Jalan Kelang Lama, Mukim Petaling, Selangor",46150.0,Petaling,Selangor,RYB0648,3.081402,101.618194,Central,90032576,9343.5,2087.0,11430.5,Puchong Jaya
100,104.0,RYW0333,90033582.0,"JALAN MAAROF, BANGSAR",BUSINESS IDEAS PETROSERVIS,CENTRAL 2,C07,Urban,Residential,"Lot 232 & 233, Jalan Maarof, Bangsar, Kuala Lumpur",59000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0333,3.128293,101.674196,Central,90033582,7931.0,1256.5,9187.5,Cheras
101,105.0,RYW0708,90033664.0,SPRINT HIGHWAY,MAIBARA ENTERPRISE,CENTRAL 2,C07,Highway,Intrastate,"Lot 52985 Lebuhraya Sprint Mukim Kuala Lumpur, Damansara, Kuala Lumpur",60000.0,Petaling,W Persekutuan,RYW0708,3.130114,101.64167,Central,90033664,19469.5,2258.0,21727.5,Petaling Jaya
102,107.0,RYW0938,90039580.0,NPE TAMAN DESA,ONE MAJU ENTERPRISE,CENTRAL 2,C07,Highway,Intrastate,"CH 11760-CH 11950, Off New Pantai Expressway (NPE) Near Taman Desa (West Bound), Kuala Lumpur",59200.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0938,3.093664,101.680435,Central,90039580,8985.0,3581.5,12566.5,Cheras
103,108.0,RYW0993,90039583.0,NPE PANTAI DALAM,SEMUASUKA STATION,CENTRAL 2,C07,Urban,Residential,"CH.1520-1710, Off New Pantai Expressway (NPE) Near Pantai Dalam Interchange, Kuala Lumpur",59200.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0993,3.106757,101.672575,Central,90039583,17473.0,1868.5,19341.5,Cheras
104,109.0,RYB1115,90039620.0,PETALING UTAMA,FIKRAH JITU ENTERPRISE,CENTRAL 2,C07,Urban,Residential,"Lot No. PT 1773 HS(D) 243795, KM 11, Jalan Klang Lama, Selangor",46000.0,Petaling,Selangor,RYB1115,3.079262,101.64688,Central,90039620,11903.5,1991.5,13895.0,Puchong Jaya
105,110.0,RYB1133,90040329.0,BDR SRI DAMANSARA,SEMBAYU FLEET SERVICES,CENTRAL 2,C07,Sub Urban,Residential,"Lot 37196 & 37197, Persiaran Perdana, Bandar Sri Damansara, Selangor",52200.0,Petaling,Selangor,RYB1133,3.19626,101.609079,Central,90040329,9914.0,1215.0,11129.0,Bandar Sri Damansara
106,111.0,RYW0013,90040613.0,SRI SENTOSA,ROSHAN JAAN ENTERPRISE,CENTRAL 2,C07,Urban,Residential,"Lot PT 737, Taman Sri Sentosa, Off Jalan Klang Lama, Kuala Lumpur",58000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0013,3.076232,101.654425,Central,90040613,7250.0,2000.0,9250.0,Puchong Jaya
107,112.0,RYW1027,90040680.0,BUKIT BANDAR RAYA,YUSZHA ENTERPRISE,CENTRAL 2,C07,Urban,Residential,"Lot PT 313, HS (D) 310, Persimpangan Jalan Maarof 5, Bangsar, Kuala Lumpur",58000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1027,3.137426,101.673306,Central,90040680,10977.5,757.0,11734.5,Cheras
108,113.0,RYW1166,90041391.0,KM 2.95 PENCHALA LINK (ARAH DAMANSARA),PROLANDER HECTARE,CENTRAL 2,C07,Highway,Intrastate,"KM 2.95, Penchala Link (West Bound) Plaza Tol Penchala, Kuala Lumpur",50480.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1166,3.163018,101.641346,Central,90041391,9500.0,1000.0,10500.0,Bandar Sri Damansara
109,114.0,RYB1000,90041437.0,KM 5.75 PENCHALA LINK (ARAH KL),DZIYA ZADA RESOURCES,CENTRAL 2,C07,Highway,Intrastate,"KM 5.75, Lebuhraya Penchala Link, Kuala Lumpur",60000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYB1000,3.164728,101.620484,Central,90041437,15649.5,1858.5,17508.0,Bandar Sri Damansara
110,115.0,RYW0308,90042924.0,SRI HARTAMAS,AZZA SYNERGY,CENTRAL 2,C07,Urban,Residential,"Lot 48653, Jalan Hartamas 1, Taman Sri Hartamas, Kuala Lumpur",50480.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0308,3.157391,101.649424,Central,90042924,17706.5,1331.5,19038.0,Bandar Sri Damansara
111,116.0,RYB0019,90043191.0,KELANA JAYA,ZIQPETRO RESOURCES,CENTRAL 2,C07,Urban,Residential,"Lot 2, Jalan SS 3/39, Kelana Jaya, Selangor",47300.0,Petaling,Selangor,RYB0019,3.088678,101.613478,Central,90043191,,,0.0,Puchong Jaya
112,117.0,RYB0731,90044904.0,MUTIARA DAMANSARA ,FIZARA PETROBIZ,CENTRAL 2,C07,Urban,Residential,"Lot PT 40036 HS(D) 144347 Mukim Sungai Buloh,  (Mutiara Damansara ), Petaling , Selangor",47800.0,Petaling,Selangor,RYB0731,3.160093,101.614245,Central,90044904,10528.5,898.5,11427.0,Bandar Sri Damansara
113,118.0,RYB0841,90034646.0,DAMANSARA DAMAI,DAMAI CONVENIENCE PETROL MART,CENTRAL 2,C07,Urban,Residential,"Lot PT 36235 Damansara Damai, Petaling, Selangor",47000.0,Petaling,Selangor,RYB0841,3.192907,101.593321,Central,90034646,9367.0,1290.5,10657.5,Bandar Sri Damansara
114,119.0,RYW0229,90046502.0,JALAN BANGSAR,QANAAH PETRO SERVIS,CENTRAL 2,C07,Urban,Residential,"Lot 100, Seksyen 96-A, Jln Bangsar, Kuala Lumpur",59200.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0229,3.122121,101.675003,Central,90046502,8704.5,,8704.5,Cheras
115,120.0,RYB0485,90017057.0,TAMAN SAMUDRA,STESYEN MINYAK GEMILANG,CENTRAL 2,C08,Urban,Residential,"Lot 29071 - 29072, Taman Samudra, Selangor",68100.0,Gombak,Selangor,RYB0485,3.235212,101.691502,Central,90017057,15930.5,2707.0,18637.5,Batu Caves
116,121.0,RYW0118,90031815.0,JAMBU JERTEH,KARINA ELWASIQ ENTERPRISE,CENTRAL 2,C08,Urban,Residential,"Lot No. 2, Jalan Jambu Jerteh Off Jalan Kepong, Kepong, Kuala Lumpur",52000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0118,3.205118,101.667066,Central,90031815,12915.0,2394.0,15309.0,Batu Caves
117,122.0,RYB0642,90032511.0,LINGKARAN KARAK,KARAK HIGHWAY SERVICE STATION,CENTRAL 2,C08,Urban,Transient,"Lot 1092 PT 6075 Lebuhraya Karak, Selayang Selangor",53000.0,Gombak,Selangor,RYB0642,3.241559,101.716779,Central,90032511,11731.5,5575.5,17307.0,Batu Caves
118,123.0,RYW0709,90033834.0,LINGKARAN TENGAH 2,DINAR NIAGA ENTERPRISE,CENTRAL 2,C08,Urban,Transient,"Lot 17292 MRR2 (Batu Caves Bound), Mukim Batu, Kepong, Kuala Lumpur",53100.0,Gombak,W Persekutuan,RYW0709,3.230043,101.651544,Central,90033834,9223.0,3861.5,13084.5,Gombak
119,124.0,RYW0726,90033837.0,BT 6 JALAN IPOH,LAPAN PULUH TUJUH ENTERPRISE,CENTRAL 2,C08,Urban,Transient,"Lot PT 17011 , Batu 6, Mukim Batu, Jalan Ipoh, Kuala Lumpur",68100.0,Gombak,W Persekutuan,RYW0726,3.222191,101.672317,Central,90033837,12629.0,5768.5,18397.5,Batu Caves
120,125.0,RYB0668,90035906.0,B B SELAYANG FASA 2A,Z TWO H ENTERPRISE,CENTRAL 2,C08,Urban,Residential,"Lot 60349, Bandar Baru Selayang, Fasa 2A, Jalan Sungai Tua Batu",68100.0,Gombak,Selangor,RYB0668,3.26264,101.67717,Central,90035906,11826.5,5703.5,17530.0,Selayang
121,126.0,RYB0757,90036292.0,SUNWAY BATU CAVES,LA PETROLEUM SERVICES,CENTRAL 2,C08,Urban,Residential,"Lot 10903, 10904 @ 4756 Mukim Batu, Gombak, Selangor",68100.0,Gombak,Selangor,RYB0757,3.236342,101.687458,Central,90036292,9320.0,3865.0,13185.0,Batu Caves
122,127.0,RYB0962,90037393.0,JALAN SUNGAI TUA,AMANIS ENTERPRISE,CENTRAL 2,C08,Urban,Residential,"Lot PT 34825, HS (D) 263792 & 93, Jalan Sungai Tua, Mukim Batu, Gombak, Selangor",68100.0,Gombak,Selangor,RYB0962,3.238481,101.673632,Central,90037393,17490.5,3530.5,21021.0,Batu Caves
123,128.0,RYB0939,90037899.0,TAMAN SRI GOMBAK,KULIS MIEZA SERVICES,CENTRAL 2,C08,Urban,Residential,"Lot PT 8266 HSD 193816, Jalan Makmur, Taman Sri Gombak,Selangor",68100.0,Gombak,Selangor,RYB0939,3.240525,101.703319,Central,90037899,13890.0,1553.5,15443.5,Batu Caves
124,129.0,RYB0132,90037981.0,BATU 6 JALAN GOMBAK,LINA PETROSERVIS,CENTRAL 2,C08,Urban,Transient,"Lot 4680, Batu 6, Jalan Gombak, Selangor",53100.0,Gombak,Selangor,RYB0132,3.217755,101.713412,Central,90037981,11574.0,1023.0,12597.0,Batu Caves
125,130.0,RYW0507,90038001.0,JALAN SEGAMBUT,DAARUL IHSAN ENTERPRISE,CENTRAL 2,C08,Urban,Residential,"Lot 9524, Jalan Segambut, Segambut, Kuala Lumpur",52000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0507,3.186198,101.668939,Central,90038001,5689.5,1754.0,7443.5,Batu Caves
126,131.0,RYB0682,90047248.0,KEPONG INDUSTRIAL PARK,KIP ENERGY RESOURCES,CENTRAL 2,C08,Urban,Residential,"Lot 2838 Parcel 1 Kepong Industrial Park, Kepong,Selangor",52100.0,Gombak,Selangor,RYB0682,3.204126,101.607884,Central,90047248,9329.5,6953.5,16283.0,Bandar Sri Damansara
127,132.0,RYW0320,90047651.0,KEPONG INDAH,AL HIJJAZ PETROL STATION,CENTRAL 2,C08,Urban,Residential,"Lot 9614, Jalan 1/1A, Taman Kepong Indah",52100.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0320,3.224688,101.639108,Central,90047651,5158.0,627.0,5785.0,Gombak
128,133.0,RYW0210,90039453.0,JINJANG,NAZS ENTERPRISE,CENTRAL 2,C08,Urban,Residential,"Lot 7489, Jalan Kepong, Jinjang Utara, Kuala Lumpur",52000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0210,3.209887,101.65704,Central,90039453,12099.0,1772.5,13871.5,Batu Caves
129,134.0,RYW0822,90039825.0,JALAN SENTUL,SENTUL JAYA ENTERPRISE,CENTRAL 2,C08,Urban,Transient,"Lot 788 GM 485, Jalan Sentul, Mukim Setapak, Kuala Lumpur",51100.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0822,3.199228,101.690236,Central,90039825,8939.0,1716.0,10655.0,Batu Caves
130,135.0,RYW1116,90047387.0,MRR2 ARAH KEPONG,WAWASAN MULIA ENTERPRISE,CENTRAL 2,C08,Urban,Transient,"LOT PT 25747, MUKIM BATU, 52100, ",52100.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1116,3.229403,101.655115,Central,90047387,9185.0,4265.0,13450.0,Gombak
131,136.0,RYW1122,90041111.0,JLN KUCHING,ANM TRADING ENTERPRISE,CENTRAL 2,C08,Urban,Residential,"Lot PT 26378, Jalan Kuching, Mukim Batu, Kuala Lumpur",51200.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1122,3.187596,101.670399,Central,90041111,15050.0,3900.0,18950.0,Batu Caves
132,137.0,RYW1128,90041554.0,LOT 236 JALAN GOMBAK,SETAPAK MESRA ENTERPRISE,CENTRAL 2,C08,Urban,Transient,"Lot 236, GM 356, Mukim Setapak, Kuala Lumpur",53300.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1128,3.200091,101.70399,Central,90041554,11081.0,1316.0,12397.0,Batu Caves
133,138.0,RYW1259,90044173.0,BATU 5 GOMBAK,MESRA IKHWAN RESOURC,CENTRAL 2,C08,Urban,Residential,"Lot 30217 PM906, Lot 30504 GM 2291, Batu 5 Jalan Gombak, Mukim Setapak, Kuala Lumpur",53000.0,Gombak,W Persekutuan,RYW1259,3.212697,101.708571,Central,90044173,9016.5,1315.0,10331.5,Batu Caves
134,139.0,RYB0360,90045961.0,"TAMAN DAYA, KEPONG",AL HUDA MESRA PETROL,CENTRAL 2,C08,Urban,Residential,"Lot 39684, Taman Daya, Kepong, Selangor",52100.0,Gombak,Selangor,RYB0360,3.223064,101.638484,Central,90045961,5563.5,955.0,6518.5,Gombak
135,141.0,RYB0087,90001836.0,TAMAN CEMPAKA,S/S CEMPAKA SARI ENTERPRISE,CENTRAL 2,C09,Urban,Residential,"Lot 1859, Taman Chempaka, Ampang, Selangor",68000.0,Gombak,Selangor,RYB0087,3.139792,101.751797,Central,90001836,9963.5,1365.0,11328.5,Ampang
136,142.0,RYB0340,90009802.0,JALAN 222,SERVIS STESYEN MAZAH,CENTRAL 2,C09,Urban,Residential,"Lot 1, Jalan 51A/227A, Petaling Jaya",46100.0,Petaling,Selangor,RYB0340,3.097025,101.631994,Central,90009802,12357.5,2864.5,15222.0,Puchong Jaya
137,143.0,RYB0012,90009825.0,TMN MEDAN,FARHAN ENTERPRISE,CENTRAL 2,C09,Urban,Residential,"Lot PT 3164, Jalan Medan II, Taman Medan",46000.0,Petaling,Selangor,RYB0012,3.074496,101.63734,Central,90009825,10884.5,2856.0,13740.5,Puchong Jaya
138,144.0,RYB0439,90016269.0,PANDAN INDAH,S/MINYAK PETRONAS PANDANINDAH,CENTRAL 2,C09,Urban,Residential,"Lot PT 18231, Jalan Pandan Indah 1/25, Pandan Indah, Selangor",68000.0,Ulu Langat,Selangor,RYB0439,3.130176,101.752217,Central,90016269,12243.5,1117.0,13360.5,Ampang
139,145.0,RYB0541,90018342.0,JALAN SELANGOR,STESEN MINYAK ZK,CENTRAL 2,C09,Urban,Residential,"LOT 15, Jalan Selangor, Petaling",46000.0,Petaling,Selangor,RYB0541,3.097949,101.647195,Central,90018342,9074.0,931.5,10005.5,Puchong Jaya
